id;code;value
10132;41507;41507
10133;41508;41508
10134;41513;41513
10135;41515;41515
10136;41516;41516
10137;41517;41517
10138;41520;41520
10139;41523;41523
10140;41524;41524
10141;41525;41525
10142;41527;41527
10143;41530;41530
10144;41533;41533
10145;41535;41535
10146;41536;41536
10147;41537;41537
10148;41540;41540
10149;41541;41541
10150;41542;41542
10151;41545;41545
10152;41547;41547
10153;41550;41550
10154;41551;41551
10155;41552;41552
10156;41554;41554
10157;41560;41560
10158;41570;41570
10159;41600;41600
10160;41603;41603
10161;41605;41605
10162;41606;41606
10163;41608;41608
10164;41610;41610
10165;41613;41613
10166;41614;41614
10167;41615;41615
10168;41616;41616
10169;41617;41617
10170;41620;41620
10171;41623;41623
10172;41624;41624
10173;41630;41630
10174;41633;41633
10175;41634;41634
10176;41636;41636
10177;41637;41637
10178;41640;41640
10179;41643;41643
10180;41644;41644
10181;41645;41645
10182;41646;41646
10183;41647;41647
10184;41650;41650
10185;41654;41654
10186;41655;41655
10187;41656;41656
10188;41657;41657
10189;41658;41658
10190;41660;41660
10191;41663;41663
10192;41664;41664
10193;41665;41665
10194;41666;41666
10195;41667;41667
10196;41668;41668
10197;41670;41670
10198;41671;41671
10199;41676;41676
10200;41677;41677
10201;41678;41678
10202;41679;41679
10203;41680;41680
10204;41681;41681
10205;41682;41682
10206;41688;41688
10207;41690;41690
10208;41695;41695
10209;41700;41700
10210;41701;41701
10211;41702;41702
10212;41703;41703
10213;41704;41704
10214;41705;41705
10215;41707;41707
10216;41708;41708
10217;41710;41710
10218;41711;41711
10219;41713;41713
10220;41719;41719
10221;41720;41720
10222;41721;41721
10223;41722;41722
10224;41723;41723
10225;41725;41725
10226;41726;41726
10227;41729;41729
10228;41730;41730
10229;41731;41731
10230;41733;41733
10231;41734;41734
10232;41735;41735
10233;41736;41736
10234;41740;41740
10235;41741;41741
10236;41742;41742
10237;41743;41743
10238;41750;41750
10239;41753;41753
10240;41754;41754
10241;41755;41755
10242;41760;41760
10243;41761;41761
10244;41762;41762
10245;41763;41763
10246;41769;41769
10247;41770;41770
10248;41771;41771
10249;41772;41772
10250;41774;41774
10251;41775;41775
10252;41780;41780
10253;41781;41781
10254;41782;41782
10255;41783;41783
10256;41790;41790
10257;41800;41800
10258;41810;41810
10259;41811;41811
10260;41820;41820
10261;41821;41821
10262;41828;41828
10263;41829;41829
10264;41830;41830
10265;41840;41840
10266;41841;41841
10267;41842;41842
10268;41843;41843
10269;41844;41844
10270;41846;41846
10271;41850;41850
10272;41851;41851
10273;41852;41852
10274;41860;41860
10275;41870;41870
10276;41872;41872
10277;41873;41873
10278;41874;41874
10279;41875;41875
10280;41879;41879
10281;41880;41880
10282;41887;41887
10283;41890;41890
10284;41892;41892
10285;41900;41900
10286;41902;41902
10287;41903;41903
10288;41904;41904
10289;41905;41905
10290;41906;41906
10291;41907;41907
10292;41910;41910
10293;41913;41913
10294;41914;41914
10295;41915;41915
10296;41916;41916
10297;41917;41917
10298;41918;41918
10299;41920;41920
10300;41922;41922
10301;41924;41924
10302;41926;41926
10303;41927;41927
10304;41928;41928
10305;41930;41930
10306;41933;41933
10307;41934;41934
10308;41935;41935
10309;41936;41936
10310;41937;41937
10311;41940;41940
10312;41943;41943
10313;41944;41944
10314;41945;41945
10315;41946;41946
10316;41947;41947
10317;41948;41948
10318;41949;41949
10319;41950;41950
10320;41951;41951
10321;41952;41952
10322;41953;41953
10323;41954;41954
10324;41955;41955
10325;41960;41960
10326;41961;41961
10327;41962;41962
10328;41963;41963
10329;41965;41965
10330;41968;41968
10331;41970;41970
10332;41973;41973
10333;41974;41974
10334;41975;41975
10335;41976;41976
10336;41977;41977
10337;41980;41980
10338;41985;41985
10339;41987;41987
10340;41993;41993
10341;41994;41994
10342;41995;41995
10343;41996;41996
10344;41997;41997
10345;42000;42000
10346;42004;42004
10347;42008;42008
10348;42009;42009
10349;42010;42010
10350;42014;42014
10351;42015;42015
10352;42018;42018
10353;42020;42020
10354;42026;42026
10355;42027;42027
10356;42029;42029
10357;42030;42030
10358;42032;42032
10359;42033;42033
10360;42034;42034
10361;42035;42035
10362;42036;42036
10363;42037;42037
10364;42039;42039
10365;42040;42040
10366;42050;42050
10367;42055;42055
10368;42056;42056
10369;42057;42057
10370;42058;42058
10371;42059;42059
10372;42060;42060
10373;42064;42064
10374;42070;42070
10375;42075;42075
10376;42078;42078
10377;42079;42079
10378;42080;42080
10379;42081;42081
10380;42082;42082
10381;42083;42083
10382;42084;42084
10383;42086;42086
10384;42088;42088
10385;42090;42090
10386;42092;42092
10387;42094;42094
10388;42095;42095
10389;42097;42097
10390;42098;42098
10391;42099;42099
10392;42100;42100
10393;42101;42101
10394;42102;42102
10395;42110;42110
10396;42111;42111
10397;42113;42113
10398;42115;42115
10399;42116;42116
10400;42117;42117
10401;42119;42119
10402;42120;42120
10403;42122;42122
10404;42123;42123
10405;42124;42124
10406;42125;42125
10407;42127;42127
10408;42130;42130
10409;42133;42133
10410;42134;42134
10411;42135;42135
10412;42136;42136
10413;42137;42137
10414;42138;42138
10415;42139;42139
10416;42140;42140
10417;42143;42143
10418;42144;42144
10419;42145;42145
10420;42146;42146
10421;42149;42149
10422;42150;42150
10423;42151;42151
10424;42152;42152
10425;42153;42153
10426;42154;42154
10427;42155;42155
10428;42156;42156
10429;42157;42157
10430;42160;42160
10431;42162;42162
10432;42163;42163
10433;42164;42164
10434;42165;42165
10435;42170;42170
10436;42171;42171
10437;42175;42175
10438;42176;42176
10439;42177;42177
10440;42178;42178
10441;42179;42179
10442;42180;42180
10443;42181;42181
10444;42182;42182
10445;42183;42183
10446;42184;42184
10447;42185;42185
10448;42186;42186
10449;42187;42187
10450;42188;42188
10451;42190;42190
10452;42191;42191
10453;42192;42192
10454;42194;42194
10455;42195;42195
10456;42196;42196
10457;42197;42197
10458;42198;42198
10459;42200;42200
10460;42201;42201
10461;42203;42203
10462;42204;42204
10463;42205;42205
10464;42208;42208
10465;42209;42209
10466;42210;42210
10467;42211;42211
10468;42215;42215
10469;42220;42220
10470;42221;42221
10471;42222;42222
10472;42223;42223
10473;42224;42224
10474;42225;42225
10475;42230;42230
10476;42232;42232
10477;42233;42233
10478;42234;42234
10479;42235;42235
10480;42236;42236
10481;42237;42237
10482;42239;42239
10483;42240;42240
10484;42241;42241
10485;42245;42245
10486;42246;42246
10487;42250;42250
10488;42251;42251
10489;42253;42253
10490;42254;42254
10491;42255;42255
10492;42256;42256
10493;42257;42257
10494;42259;42259
10495;42260;42260
10496;42262;42262
10497;42263;42263
10498;42264;42264
10499;42265;42265
10500;42266;42266
10501;42267;42267
10502;42268;42268
10503;42273;42273
10504;42274;42274
10505;42275;42275
10506;42280;42280
10507;42282;42282
10508;42283;42283
10509;42284;42284
10510;42285;42285
10511;42286;42286
10512;42290;42290
10513;42291;42291
10514;42294;42294
10515;42295;42295
10516;42296;42296
10517;42298;42298
10518;42300;42300
10519;42302;42302
10520;42303;42303
10521;42304;42304
10522;42305;42305
10523;42306;42306
10524;42310;42310
10525;42313;42313
10526;42315;42315
10527;42316;42316
10528;42317;42317
10529;42320;42320
10530;42321;42321
10531;42323;42323
10532;42324;42324
10533;42325;42325
10534;42326;42326
10535;42327;42327
10536;42330;42330
10537;42332;42332
10538;42333;42333
10539;42334;42334
10540;42335;42335
10541;42336;42336
10542;42337;42337
10543;42338;42338
10544;42339;42339
10545;42340;42340
10546;42341;42341
10547;42342;42342
10548;42343;42343
10549;42344;42344
10550;42345;42345
10551;42346;42346
10552;42348;42348
10553;42350;42350
10554;42351;42351
10555;42352;42352
10556;42353;42353
10557;42354;42354
10558;42355;42355
10559;42356;42356
10560;42357;42357
10561;42359;42359
10562;42360;42360
10563;42363;42363
10564;42364;42364
10565;42366;42366
10566;42367;42367
10567;42368;42368
10568;42370;42370
10569;42372;42372
10570;42373;42373
10571;42374;42374
10572;42375;42375
10573;42376;42376
10574;42377;42377
10575;42379;42379
10576;42380;42380
10577;42381;42381
10578;42382;42382
10579;42383;42383
10580;42384;42384
10581;42386;42386
10582;42387;42387
10583;42389;42389
10584;42390;42390
10585;42392;42392
10586;42393;42393
10587;42394;42394
10588;42395;42395
10589;42396;42396
10590;42397;42397
10591;42399;42399
10592;42400;42400
10593;42403;42403
10594;42404;42404
10595;42405;42405
10596;42410;42410
10597;42411;42411
10598;42412;42412
10599;42413;42413
10600;42414;42414
10601;42416;42416
10602;42420;42420
10603;42422;42422
10604;42423;42423
10605;42424;42424
10606;42430;42430
10607;42433;42433
10608;42434;42434
10609;42435;42435
10610;42436;42436
10611;42437;42437
10612;42438;42438
10613;42439;42439
10614;42440;42440
10615;42443;42443
10616;42444;42444
10617;42445;42445
10618;42446;42446
10619;42447;42447
10620;42448;42448
10621;42450;42450
10622;42453;42453
10623;42457;42457
10624;42459;42459
10625;42460;42460
10626;42461;42461
10627;42462;42462
10628;42466;42466
10629;42470;42470
10630;42473;42473
10631;42474;42474
10632;42475;42475
10633;42480;42480
10634;42481;42481
10635;42485;42485
10636;42486;42486
10637;42488;42488
10638;42490;42490
10639;42491;42491
10640;42492;42492
10641;42493;42493
10642;42494;42494
10643;42495;42495
10644;42500;42500
10645;42503;42503
10646;42504;42504
10647;42505;42505
10648;42506;42506
10649;42507;42507
10650;42510;42510
10651;42512;42512
10652;42523;42523
10653;42524;42524
10654;42600;42600
10655;42601;42601
10656;42602;42602
10657;42603;42603
10658;42604;42604
10659;42607;42607
10660;42608;42608
10661;42610;42610
10662;42613;42613
10663;42616;42616
10664;42620;42620
10665;42621;42621
10666;42622;42622
10667;42623;42623
10668;42624;42624
10669;42625;42625
10670;42626;42626
10671;42627;42627
10672;42629;42629
10673;42630;42630
10674;42640;42640
10675;42642;42642
10676;42643;42643
10677;42644;42644
10678;42645;42645
10679;42646;42646
10680;42647;42647
10681;42650;42650
10682;42651;42651
10683;42653;42653
10684;42654;42654
10685;42655;42655
10686;42656;42656
10687;42660;42660
10688;42663;42663
10689;42664;42664
10690;42665;42665
10691;42666;42666
10692;42667;42667
10693;42670;42670
10694;42671;42671
10695;42672;42672
10696;42673;42673
10697;42680;42680
10698;42682;42682
10699;42683;42683
10700;42684;42684
10701;42685;42685
10702;42686;42686
10703;42689;42689
10704;42690;42690
10705;42693;42693
10706;42694;42694
10707;42695;42695
10708;42700;42700
10709;42710;42710
10710;42718;42718
10711;42719;42719
10712;42723;42723
10713;42724;42724
10714;42725;42725
10715;42727;42727
10716;42728;42728
10717;42729;42729
10718;42730;42730
10719;42733;42733
10720;42734;42734
10721;42740;42740
10722;42743;42743
10723;42745;42745
10724;42746;42746
10725;42747;42747
10726;42748;42748
10727;42750;42750
10728;42752;42752
10729;42753;42753
10730;42755;42755
10731;42757;42757
10732;42760;42760
10733;42763;42763
10734;42764;42764
10735;42765;42765
10736;42766;42766
10737;42767;42767
10738;42768;42768
10739;42770;42770
10740;42771;42771
10741;42772;42772
10742;42773;42773
10743;42774;42774
10744;42775;42775
10745;42776;42776
10746;42777;42777
10747;42780;42780
10748;42783;42783
10749;42784;42784
10750;42785;42785
10751;42789;42789
10752;42790;42790
10753;42793;42793
10754;42794;42794
10755;42795;42795
10756;42796;42796
10757;42800;42800
10758;42803;42803
10759;42804;42804
10760;42805;42805
10761;42806;42806
10762;42807;42807
10763;42808;42808
10764;42809;42809
10765;42810;42810
10766;42812;42812
10767;42813;42813
10768;42814;42814
10769;42815;42815
10770;42816;42816
10771;42820;42820
10772;42823;42823
10773;42824;42824
10774;42825;42825
10775;42826;42826
10776;42827;42827
10777;42830;42830
10778;42831;42831
10779;42832;42832
10780;42833;42833
10781;42834;42834
10782;42835;42835
10783;42836;42836
10784;42837;42837
10785;42838;42838
10786;42840;42840
10787;42842;42842
10788;42843;42843
10789;42844;42844
10790;42845;42845
10791;42846;42846
10792;42847;42847
10793;42848;42848
10794;42849;42849
10795;42852;42852
10796;42853;42853
10797;42854;42854
10798;42855;42855
10799;42858;42858
10800;42860;42860
10801;42863;42863
10802;42865;42865
10803;42866;42866
10804;42870;42870
10805;42873;42873
10806;42874;42874
10807;42875;42875
10808;42876;42876
10809;42880;42880
10810;42883;42883
10811;42884;42884
10812;42885;42885
10813;42890;42890
10814;42893;42893
10815;42894;42894
10816;42895;42895
10817;42900;42900
10818;42902;42902
10819;42903;42903
10820;42904;42904
10821;42905;42905
10822;42906;42906
10823;42910;42910
10824;42911;42911
10825;42912;42912
10826;42913;42913
10827;42918;42918
10828;42920;42920
10829;42921;42921
10830;42923;42923
10831;42924;42924
10832;42925;42925
10833;42926;42926
10834;42928;42928
10835;42930;42930
10836;42931;42931
10837;42933;42933
10838;42934;42934
10839;42940;42940
10840;42943;42943
10841;42944;42944
10842;42945;42945
10843;42950;42950
10844;42952;42952
10845;42953;42953
10846;42954;42954
10847;42955;42955
10848;42956;42956
10849;42957;42957
10850;42960;42960
10851;42963;42963
10852;42964;42964
10853;42965;42965
10854;42966;42966
10855;42967;42967
10856;42970;42970
10857;42973;42973
10858;42974;42974
10859;42975;42975
10860;42976;42976
10861;42977;42977
10862;42978;42978
10863;42979;42979
10864;42980;42980
10865;42982;42982
10866;42985;42985
10867;42986;42986
10868;42987;42987
10869;42988;42988
10870;42990;42990
10871;42992;42992
10872;42993;42993
10873;42994;42994
10874;42995;42995
10875;42996;42996
10876;43000;43000
10877;43001;43001
10878;43002;43002
10879;43003;43003
10880;43004;43004
10881;43005;43005
10882;43006;43006
10883;43010;43010
10884;43011;43011
10885;43014;43014
10886;43015;43015
10887;43016;43016
10888;43017;43017
10889;43018;43018
10890;43019;43019
10891;43020;43020
10892;43021;43021
10893;43022;43022
10894;43023;43023
10895;43024;43024
10896;43025;43025
10897;43029;43029
10898;43030;43030
10899;43033;43033
10900;43034;43034
10901;43035;43035
10902;43036;43036
10903;43037;43037
10904;43038;43038
10905;43039;43039
10906;43040;43040
10907;43041;43041
10908;43042;43042
10909;43043;43043
10910;43044;43044
10911;43045;43045
10912;43046;43046
10913;43047;43047
10914;43050;43050
10915;43051;43051
10916;43052;43052
10917;43053;43053
10918;43054;43054
10919;43055;43055
10920;43056;43056
10921;43059;43059
10922;43060;43060
10923;43061;43061
10924;43062;43062
10925;43063;43063
10926;43064;43064
10927;43065;43065
10928;43066;43066
10929;43067;43067
10930;43068;43068
10931;43070;43070
10932;43072;43072
10933;43073;43073
10934;43074;43074
10935;43075;43075
10936;43076;43076
10937;43077;43077
10938;43078;43078
10939;43080;43080
10940;43084;43084
10941;43085;43085
10942;43086;43086
10943;43087;43087
10944;43089;43089
10945;43090;43090
10946;43092;43092
10947;43093;43093
10948;43094;43094
10949;43095;43095
10950;43096;43096
10951;43097;43097
10952;43098;43098
10953;43099;43099
10954;43100;43100
10955;43101;43101
10956;43103;43103
10957;43104;43104
10958;43105;43105
10959;43106;43106
10960;43108;43108
10961;43109;43109
10962;43110;43110
10963;43111;43111
10964;43112;43112
10965;43113;43113
10966;43114;43114
10967;43120;43120
10968;43121;43121
10969;43123;43123
10970;43124;43124
10971;43125;43125
10972;43126;43126
10973;43127;43127
10974;43130;43130
10975;43131;43131
10976;43132;43132
10977;43135;43135
10978;43138;43138
10979;43139;43139
10980;43140;43140
10981;43141;43141
10982;43142;43142
10983;43143;43143
10984;43144;43144
10985;43145;43145
10986;43146;43146
10987;43147;43147
10988;43150;43150
10989;43151;43151
10990;43153;43153
10991;43154;43154
10992;43155;43155
10993;43156;43156
10994;43157;43157
10995;43159;43159
10996;43160;43160
10997;43161;43161
10998;43162;43162
10999;43163;43163
11000;43164;43164
11001;43165;43165
11002;43167;43167
11003;43168;43168
11004;43170;43170
11005;43172;43172
11006;43174;43174
11007;43175;43175
11008;43176;43176
11009;43177;43177
11010;43179;43179
11011;43180;43180
11012;43183;43183
11013;43184;43184
11014;43185;43185
11015;43186;43186
11016;43187;43187
11017;43188;43188
11018;43189;43189
11019;43190;43190
11020;43191;43191
11021;43192;43192
11022;43193;43193
11023;43194;43194
11024;43195;43195
11025;43196;43196
11026;43197;43197
11027;43200;43200
11028;43201;43201
11029;43202;43202
11030;43203;43203
11031;43204;43204
11032;43205;43205
11033;43206;43206
11034;43210;43210
11035;43211;43211
11036;43212;43212
11037;43218;43218
11038;43219;43219
11039;43220;43220
11040;43221;43221
11041;43222;43222
11042;43223;43223
11043;43224;43224
11044;43225;43225
11045;43230;43230
11046;43231;43231
11047;43232;43232
11048;43233;43233
11049;43234;43234
11050;43235;43235
11051;43236;43236
11052;43237;43237
11053;43238;43238
11054;43239;43239
11055;43240;43240
11056;43243;43243
11057;43244;43244
11058;43245;43245
11059;43247;43247
11060;43248;43248
11061;43250;43250
11062;43253;43253
11063;43254;43254
11064;43256;43256
11065;43257;43257
11066;43260;43260
11067;43263;43263
11068;43264;43264
11069;43265;43265
11070;43266;43266
11071;43269;43269
11072;43270;43270
11073;43273;43273
11074;43274;43274
11075;43275;43275
11076;43277;43277
11077;43279;43279
11078;43280;43280
11079;43281;43281
11080;43282;43282
11081;43283;43283
11082;43285;43285
11083;43287;43287
11084;43290;43290
11085;43291;43291
11086;43293;43293
11087;43294;43294
11088;43300;43300
11089;43301;43301
11090;43302;43302
11091;43304;43304
11092;43305;43305
11093;43306;43306
11094;43307;43307
11095;43308;43308
11096;43309;43309
11097;43310;43310
11098;43311;43311
11099;43313;43313
11100;43320;43320
11101;43321;43321
11102;43323;43323
11103;43324;43324
11104;43326;43326
11105;43327;43327
11106;43328;43328
11107;43329;43329
11108;43330;43330
11109;43333;43333
11110;43334;43334
11111;43335;43335
11112;43340;43340
11113;43343;43343
11114;43344;43344
11115;43345;43345
11116;43346;43346
11117;43347;43347
11118;43350;43350
11119;43352;43352
11120;43353;43353
11121;43354;43354
11122;43355;43355
11123;43356;43356
11124;43357;43357
11125;43358;43358
11126;43359;43359
11127;43360;43360
11128;43361;43361
11129;43362;43362
11130;43364;43364
11131;43370;43370
11132;43371;43371
11133;43373;43373
11134;43374;43374
11135;43375;43375
11136;43379;43379
11137;43380;43380
11138;43381;43381
11139;43382;43382
11140;43383;43383
11141;43384;43384
11142;43385;43385
11143;43386;43386
11144;43387;43387
11145;43389;43389
11146;43390;43390
11147;43391;43391
11148;43392;43392
11149;43398;43398
11150;43400;43400
11151;43401;43401
11152;43403;43403
11153;43404;43404
11154;43406;43406
11155;43407;43407
11156;43408;43408
11157;43409;43409
11158;43410;43410
11159;43411;43411
11160;43412;43412
11161;43420;43420
11162;43421;43421
11163;43422;43422
11164;43423;43423
11165;43424;43424
11166;43425;43425
11167;43426;43426
11168;43427;43427
11169;43430;43430
11170;43431;43431
11171;43433;43433
11172;43434;43434
11173;43435;43435
11174;43436;43436
11175;43440;43440
11176;43442;43442
11177;43443;43443
11178;43444;43444
11179;43445;43445
11180;43446;43446
11181;43447;43447
11182;43448;43448
11183;43449;43449
11184;43450;43450
11185;43451;43451
11186;43452;43452
11187;43453;43453
11188;43454;43454
11189;43455;43455
11190;43456;43456
11191;43459;43459
11192;43460;43460
11193;43463;43463
11194;43464;43464
11195;43468;43468
11196;43469;43469
11197;43470;43470
11198;43472;43472
11199;43473;43473
11200;43474;43474
11201;43480;43480
11202;43483;43483
11203;43484;43484
11204;43485;43485
11205;43486;43486
11206;43487;43487
11207;43488;43488
11208;43490;43490
11209;43491;43491
11210;43493;43493
11211;43494;43494
11212;43495;43495
11213;43496;43496
11214;43500;43500
11215;43502;43502
11216;43503;43503
11217;43505;43505
11218;43508;43508
11219;43510;43510
11220;43514;43514
11221;43515;43515
11222;43516;43516
11223;43517;43517
11224;43523;43523
11225;43525;43525
11226;43527;43527
11227;43530;43530
11228;43538;43538
11229;43540;43540
11230;43542;43542
11231;43543;43543
11232;43544;43544
11233;43545;43545
11234;43546;43546
11235;43547;43547
11236;43550;43550
11237;43553;43553
11238;43554;43554
11239;43558;43558
11240;43559;43559
11241;43560;43560
11242;43563;43563
11243;43564;43564
11244;43565;43565
11245;43567;43567
11246;43568;43568
11247;43569;43569
11248;43570;43570
11249;43571;43571
11250;43573;43573
11251;43574;43574
11252;43575;43575
11253;43576;43576
11254;43580;43580
11255;43583;43583
11256;43584;43584
11257;43585;43585
11258;43586;43586
11259;43587;43587
11260;43590;43590
11261;43592;43592
11262;43593;43593
11263;43594;43594
11264;43595;43595
11265;43596;43596
11266;43600;43600
11267;43602;43602
11268;43604;43604
11269;43610;43610
11270;43612;43612
11271;43615;43615
11272;43620;43620
11273;43623;43623
11274;43624;43624
11275;43625;43625
11276;43626;43626
11277;43627;43627
11278;43628;43628
11279;43629;43629
11280;43630;43630
11281;43632;43632
11282;43633;43633
11283;43640;43640
11284;43642;43642
11285;43644;43644
11286;43645;43645
11287;43646;43646
11288;43648;43648
11289;43649;43649
11290;43650;43650
11291;43659;43659
11292;43660;43660
11293;43669;43669
11294;43670;43670
11295;43673;43673
11296;43679;43679
11297;43680;43680
11298;43684;43684
11299;43685;43685
11300;43688;43688
11301;43689;43689
11302;43690;43690
11303;43695;43695
11304;43696;43696
11305;43697;43697
11306;43698;43698
11307;43699;43699
11308;43700;43700
11309;43703;43703
11310;43704;43704
11311;43705;43705
11312;43707;43707
11313;43709;43709
11314;43710;43710
11315;43713;43713
11316;43715;43715
11317;43720;43720
11318;43721;43721
11319;43723;43723
11320;43724;43724
11321;43725;43725
11322;43726;43726
11323;43727;43727
11324;43728;43728
11325;43730;43730
11326;43731;43731
11327;43733;43733
11328;43734;43734
11329;43735;43735
11330;43736;43736
11331;43739;43739
11332;43740;43740
11333;43745;43745
11334;43746;43746
11335;43747;43747
11336;43748;43748
11337;43749;43749
11338;43750;43750
11339;43753;43753
11340;43754;43754
11341;43759;43759
11342;43760;43760
11343;43762;43762
11344;43763;43763
11345;43764;43764
11346;43767;43767
11347;43770;43770
11348;43773;43773
11349;43774;43774
11350;43775;43775
11351;43780;43780
11352;43782;43782
11353;43783;43783
11354;43784;43784
11355;43785;43785
11356;43786;43786
11357;43787;43787
11358;43788;43788
11359;43790;43790
11360;43793;43793
11361;43794;43794
11362;43795;43795
11363;43797;43797
11364;43800;43800
11365;43802;43802
11366;43803;43803
11367;43804;43804
11368;43806;43806
11369;43807;43807
11370;43808;43808
11371;43810;43810
11372;43815;43815
11373;43816;43816
11374;43820;43820
11375;43823;43823
11376;43824;43824
11377;43825;43825
11378;43826;43826
11379;43830;43830
11380;43831;43831
11381;43832;43832
11382;43833;43833
11383;43834;43834
11384;43835;43835
11385;43836;43836
11386;43837;43837
11387;43838;43838
11388;43840;43840
11389;43841;43841
11390;43844;43844
11391;43845;43845
11392;43846;43846
11393;43848;43848
11394;43850;43850
11395;43851;43851
11396;43852;43852
11397;43853;43853
11398;43854;43854
11399;43855;43855
11400;43859;43859
11401;43860;43860
11402;43862;43862
11403;43863;43863
11404;43864;43864
11405;43865;43865
11406;43866;43866
11407;43870;43870
11408;43873;43873
11409;43874;43874
11410;43875;43875
11411;43876;43876
11412;43880;43880
11413;43882;43882
11414;43883;43883
11415;43884;43884
11416;43885;43885
11417;43890;43890
11418;43893;43893
11419;43894;43894
11420;43895;43895
11421;43896;43896
11422;43897;43897
11423;43900;43900
11424;43902;43902
11425;43903;43903
11426;43904;43904
11427;43905;43905
11428;43906;43906
11429;43907;43907
11430;43908;43908
11431;43909;43909
11432;43915;43915
11433;43916;43916
11434;43917;43917
11435;43918;43918
11436;43919;43919
11437;43920;43920
11438;43921;43921
11439;43922;43922
11440;43923;43923
11441;43924;43924
11442;43930;43930
11443;43933;43933
11444;43934;43934
11445;43935;43935
11446;43937;43937
11447;43940;43940
11448;43941;43941
11449;43943;43943
11450;43944;43944
11451;43945;43945
11452;43946;43946
11453;43947;43947
11454;43948;43948
11455;43949;43949
11456;43950;43950
11457;43953;43953
11458;43954;43954
11459;43955;43955
11460;43956;43956
11461;43960;43960
11462;43961;43961
11463;43963;43963
11464;43964;43964
11465;43965;43965
11466;43966;43966
11467;43967;43967
11468;43968;43968
11469;43970;43970
11470;43971;43971
11471;43972;43972
11472;43973;43973
11473;43974;43974
11474;43975;43975
11475;43976;43976
11476;43977;43977
11477;43980;43980
11478;43983;43983
11479;43984;43984
11480;43985;43985
11481;43986;43986
11482;43987;43987
11483;43988;43988
11484;43990;43990
11485;43991;43991
11486;43993;43993
11487;43994;43994
11488;43995;43995
11489;43996;43996
11490;43997;43997
11491;43998;43998
11492;44009;44009
11493;44100;44100
11494;44110;44110
11495;44130;44130
11496;44140;44140
11497;44150;44150
11498;44158;44158
11499;44160;44160
11500;44170;44170
11501;44180;44180
11502;44190;44190
11503;44200;44200
11504;44210;44210
11505;44214;44214
11506;44215;44215
11507;44216;44216
11508;44217;44217
11509;44218;44218
11510;44219;44219
11511;44220;44220
11512;44227;44227
11513;44230;44230
11514;44240;44240
11515;44246;44246
11516;44247;44247
11517;44249;44249
11518;44250;44250
11519;44257;44257
11520;44258;44258
11521;44259;44259
11522;44260;44260
11523;44265;44265
11524;44266;44266
11525;44267;44267
11526;44268;44268
11527;44270;44270
11528;44280;44280
11529;44290;44290
11530;44290;44290
11531;44298;44298
11532;44299;44299
11533;44300;44300
11534;44306;44306
11535;44307;44307
11536;44320;44320
11537;44329;44329
11538;44330;44330
11539;44340;44340
11540;44350;44350
11541;44360;44360
11542;44370;44370
11543;44380;44380
11544;44390;44390
11545;44395;44395
11546;44398;44398
11547;44399;44399
11548;44400;44400
11549;44410;44410
11550;44420;44420
11551;44430;44430
11552;44438;44438
11553;44440;44440
11554;44450;44450
11555;44460;44460
11556;44467;44467
11557;44469;44469
11558;44470;44470
11559;44490;44490
11560;44493;44493
11561;44500;44500
11562;44509;44509
11563;44510;44510
11564;44520;44520
11565;44530;44530
11566;44535;44535
11567;44538;44538
11568;44540;44540
11569;44549;44549
11570;44550;44550
11571;44559;44559
11572;44560;44560
11573;44580;44580
11574;44600;44600
11575;44610;44610
11576;44619;44619
11577;44620;44620
11578;44630;44630
11579;44635;44635
11580;44638;44638
11581;44639;44639
11582;44647;44647
11583;44648;44648
11584;44650;44650
11585;44656;44656
11586;44657;44657
11587;44658;44658
11588;44659;44659
11589;44660;44660
11590;44665;44665
11591;44667;44667
11592;44668;44668
11593;44670;44670
11594;44678;44678
11595;44679;44679
11596;44680;44680
11597;44689;44689
11598;44690;44690
11599;44700;44700
11600;44710;44710
11601;44716;44716
11602;44719;44719
11603;44720;44720
11604;44723;44723
11605;44724;44724
11606;44725;44725
11607;44726;44726
11608;44727;44727
11609;44729;44729
11610;44730;44730
11611;44737;44737
11612;44740;44740
11613;44748;44748
11614;44750;44750
11615;44755;44755
11616;44757;44757
11617;44760;44760
11618;44765;44765
11619;44766;44766
11620;44768;44768
11621;44769;44769
11622;44770;44770
11623;44780;44780
11624;44790;44790
11625;44799;44799
11626;44800;44800
11627;44810;44810
11628;44815;44815
11629;44817;44817
11630;44818;44818
11631;44820;44820
11632;44824;44824
11633;44825;44825
11634;44827;44827
11635;44828;44828
11636;44829;44829
11637;44840;44840
11638;44860;44860
11639;44870;44870
11640;44879;44879
11641;44890;44890
11642;44895;44895
11643;44896;44896
11644;44897;44897
11645;44898;44898
11646;44899;44899
11647;44900;44900
11648;44910;44910
11649;44918;44918
11650;44919;44919
11651;44920;44920
11652;44929;44929
11653;44930;44930
11654;44940;44940
11655;44948;44948
11656;44949;44949
11657;44950;44950
11658;44956;44956
11659;44959;44959
11660;44960;44960
11661;44966;44966
11662;44967;44967
11663;44969;44969
11664;44970;44970
11665;44977;44977
11666;44978;44978
11667;44980;44980
11668;44984;44984
11669;44985;44985
11670;44986;44986
11671;44987;44987
11672;44989;44989
11673;44990;44990
11674;45010;45010
11675;45012;45012
11676;45013;45013
11677;45014;45014
11678;45015;45015
11679;45016;45016
11680;45017;45017
11681;45018;45018
11682;45019;45019
11683;45020;45020
11684;45027;45027
11685;45030;45030
