id;code;value
1664;25240;25240
1665;25250;25250
1666;25253;25253
1667;25254;25254
1668;25256;25256
1669;25260;25260
1670;25265;25265
1671;25270;25270
1672;25277;25277
1673;25279;25279
1674;25280;25280
1675;25284;25284
1676;25286;25286
1677;25290;25290
1678;25293;25293
1679;25294;25294
1680;25295;25295
1681;25296;25296
1682;25297;25297
1683;25298;25298
1684;25300;25300
1685;25301;25301
1686;25302;25302
1687;25303;25303
1688;25306;25306
1689;25307;25307
1690;25308;25308
1691;25311;25311
1692;25313;25313
1693;25314;25314
1694;25315;25315
1695;25319;25319
1696;25320;25320
1697;25324;25324
1698;25325;25325
1699;25326;25326
1700;25327;25327
1701;25328;25328
1702;25329;25329
1703;25330;25330
1704;25331;25331
1705;25332;25332
1706;25333;25333
1707;25334;25334
1708;25335;25335
1709;25336;25336
1710;25337;25337
1711;25338;25338
1712;25340;25340
1713;25343;25343
1714;25344;25344
1715;25345;25345
1716;25346;25346
1717;25347;25347
1718;25348;25348
1719;25350;25350
1720;25352;25352
1721;25353;25353
1722;25354;25354
1723;25355;25355
1724;25360;25360
1725;25363;25363
1726;25364;25364
1727;25365;25365
1728;25366;25366
1729;25369;25369
1730;25370;25370
1731;25372;25372
1732;25373;25373
1733;25374;25374
1734;25375;25375
1735;25376;25376
1736;25380;25380
1737;25382;25382
1738;25385;25385
1739;25386;25386
1740;25387;25387
1741;25389;25389
1742;25390;25390
1743;25395;25395
1744;25396;25396
1745;25399;25399
1746;25400;25400
1747;25402;25402
1748;25410;25410
1749;25414;25414
1750;25415;25415
1751;25416;25416
1752;25418;25418
1753;25419;25419
1754;25420;25420
1755;25430;25430
1756;25431;25431
1757;25440;25440
1758;25443;25443
1759;25446;25446
1760;25447;25447
1761;25450;25450
1762;25457;25457
1763;25458;25458
1764;25460;25460
1765;25469;25469
1766;25470;25470
1767;25479;25479
1768;25480;25480
1769;25483;25483
1770;25490;25490
1771;25492;25492
1772;25496;25496
1773;25500;25500
1774;25503;25503
1775;25504;25504
1776;25505;25505
1777;25506;25506
1778;25507;25507
1779;25508;25508
1780;25530;25530
1781;25532;25532
1782;25533;25533
1783;25534;25534
1784;25535;25535
1785;25536;25536
1786;25540;25540
1787;25543;25543
1788;25544;25544
1789;25545;25545
1790;25546;25546
1791;25547;25547
1792;25550;25550
1793;25553;25553
1794;25554;25554
1795;25555;25555
1796;25556;25556
1797;25560;25560
1798;25565;25565
1799;25567;25567
1800;25570;25570
1801;25571;25571
1802;25576;25576
1803;25590;25590
1804;25600;25600
1805;25610;25610
1806;25616;25616
1807;25617;25617
1808;25618;25618
1809;25619;25619
1810;25620;25620
1811;25626;25626
1812;25627;25627
1813;25628;25628
1814;25629;25629
1815;25630;25630
1816;25640;25640
1817;25643;25643
1818;25644;25644
1819;25650;25650
1820;25660;25660
1821;25668;25668
1822;25669;25669
1823;25670;25670
1824;25680;25680
1825;25700;25700
1826;25710;25710
1827;25714;25714
1828;25715;25715
1829;25716;25716
1830;25717;25717
1831;25718;25718
1832;25720;25720
1833;25724;25724
1834;25725;25725
1835;25726;25726
1836;25730;25730
1837;25732;25732
1838;25733;25733
1839;25734;25734
1840;25736;25736
1841;25740;25740
1842;25743;25743
1843;25746;25746
1844;25747;25747
1845;25748;25748
1846;25749;25749
1847;25750;25750
1848;25756;25756
1849;25757;25757
1850;25758;25758
1851;25759;25759
1852;25760;25760
1853;25766;25766
1854;25767;25767
1855;25768;25768
1856;25769;25769
1857;25770;25770
1858;25771;25771
1859;25773;25773
1860;25775;25775
1861;25776;25776
1862;25777;25777
1863;25779;25779
1864;25780;25780
1865;25785;25785
1866;25790;25790
1867;25793;25793
1868;25796;25796
1869;25799;25799
1870;25800;25800
1871;25802;25802
1872;25803;25803
1873;25805;25805
1874;25810;25810
1875;25815;25815
1876;25820;25820
1877;25823;25823
1878;25830;25830
1879;25831;25831
1880;25832;25832
1881;25833;25833
1882;25834;25834
1883;25836;25836
1884;25839;25839
1885;25843;25843
1886;25844;25844
1887;25845;25845
1888;25847;25847
1889;25851;25851
1890;25852;25852
1891;25853;25853
1892;25855;25855
1893;25866;25866
1894;25870;25870
1895;25873;25873
1896;25874;25874
1897;25875;25875
1898;25876;25876
1899;25877;25877
1900;25880;25880
1901;25884;25884
1902;25885;25885
1903;25886;25886
1904;25887;25887
1905;25890;25890
1906;25893;25893
1907;25895;25895
1908;25896;25896
1909;25898;25898
1910;25900;25900
1911;25902;25902
1912;25903;25903
1913;25904;25904
1914;25905;25905
1915;25909;25909
1916;25910;25910
1917;25913;25913
1918;25914;25914
1919;25915;25915
1920;25916;25916
1921;25917;25917
1922;25918;25918
1923;25920;25920
1924;25923;25923
1925;25924;25924
1926;25925;25925
1927;25926;25926
1928;25927;25927
1929;25929;25929
1930;25930;25930
1931;25932;25932
1932;25933;25933
1933;25934;25934
1934;25935;25935
1935;25936;25936
1936;25937;25937
1937;25942;25942
1938;25944;25944
1939;25946;25946
1940;25947;25947
1941;25948;25948
1942;25949;25949
1943;25950;25950
1944;25952;25952
1945;25953;25953
1946;25954;25954
1947;25955;25955
1948;25960;25960
1949;25961;25961
1950;25966;25966
1951;25967;25967
1952;25970;25970
1953;25974;25974
1954;25975;25975
1955;25976;25976
1956;25977;25977
1957;25978;25978
1958;25979;25979
1959;25980;25980
1960;25981;25981
1961;25984;25984
1962;25985;25985
1963;25986;25986
1964;25987;25987
1965;25989;25989
1966;25990;25990
1967;25992;25992
1968;25993;25993
1969;25994;25994
1970;25998;25998
1971;26000;26000
1972;26010;26010
1973;26013;26013
1974;26014;26014
1975;26015;26015
1976;26016;26016
1977;26017;26017
1978;26018;26018
1979;26020;26020
1980;26025;26025
1981;26030;26030
1982;26033;26033
1983;26034;26034
1984;26035;26035
1985;26040;26040
1986;26050;26050
1987;26060;26060
1988;26063;26063
1989;26064;26064
1990;26068;26068
1991;26069;26069
1992;26070;26070
1993;26073;26073
1994;26080;26080
1995;26083;26083
1996;26085;26085
1997;26086;26086
1998;26088;26088
1999;26089;26089
2000;26090;26090
2001;26092;26092
2002;26093;26093
2003;26094;26094
2004;26095;26095
2005;26096;26096
2006;26099;26099
2007;26110;26110
2008;26114;26114
2009;26119;26119
2010;26120;26120
2011;26124;26124
2012;26133;26133
2013;26137;26137
2014;26169;26169
2015;26170;26170
2016;26172;26172
2017;26173;26173
2018;26174;26174
2019;26175;26175
2020;26176;26176
2021;26177;26177
2022;26180;26180
2023;26183;26183
2024;26185;26185
2025;26190;26190
2026;26193;26193
2027;26196;26196
2028;26200;26200
2029;26210;26210
2030;26215;26215
2031;26220;26220
2032;26230;26230
2033;26233;26233
2034;26234;26234
2035;26235;26235
2036;26236;26236
2037;26237;26237
2038;26238;26238
2039;26239;26239
2040;26240;26240
2041;26248;26248
2042;26249;26249
2043;26250;26250
2044;26260;26260
2045;26263;26263
2046;26264;26264
2047;26269;26269
2048;26270;26270
2049;26272;26272
2050;26278;26278
2051;26279;26279
2052;26280;26280
2053;26282;26282
2054;26283;26283
2055;26284;26284
2056;26288;26288
2057;26289;26289
2058;26290;26290
2059;26293;26293
2060;26298;26298
2061;26299;26299
2062;26300;26300
2063;26301;26301
2064;26304;26304
2065;26305;26305
2066;26307;26307
2067;26308;26308
2068;26309;26309
2069;26310;26310
2070;26315;26315
2071;26317;26317
2072;26320;26320
2073;26328;26328
2074;26340;26340
2075;26342;26342
2076;26343;26343
2077;26344;26344
2078;26345;26345
2079;26346;26346
2080;26350;26350
2081;26353;26353
2082;26355;26355
2083;26360;26360
2084;26364;26364
2085;26365;26365
2086;26366;26366
2087;26370;26370
2088;26400;26400
2089;26401;26401
2090;26402;26402
2091;26405;26405
2092;26406;26406
2093;26409;26409
2094;26410;26410
2095;26411;26411
2096;26412;26412
2097;26415;26415
2098;26420;26420
2099;26429;26429
2100;26430;26430
2101;26431;26431
2102;26435;26435
2103;26450;26450
2104;26452;26452
2105;26453;26453
2106;26454;26454
2107;26459;26459
2108;26460;26460
2109;26463;26463
2110;26464;26464
2111;26465;26465
2112;26467;26467
2113;26500;26500
2114;26503;26503
2115;26504;26504
2116;26505;26505
2117;26506;26506
2118;26507;26507
2119;26510;26510
2120;26513;26513
2121;26514;26514
2122;26515;26515
2123;26516;26516
2124;26517;26517
2125;26520;26520
2126;26524;26524
2127;26525;26525
2128;26526;26526
2129;26530;26530
2130;26532;26532
2131;26533;26533
2132;26534;26534
2133;26540;26540
2134;26543;26543
2135;26544;26544
2136;26545;26545
2137;26546;26546
2138;26547;26547
2139;26550;26550
2140;26553;26553
2141;26554;26554
2142;26555;26555
2143;26556;26556
2144;26557;26557
2145;26563;26563
2146;26564;26564
2147;26565;26565
2148;26566;26566
2149;26567;26567
2150;26570;26570
2151;26573;26573
2152;26574;26574
2153;26575;26575
2154;26577;26577
2155;26580;26580
2156;26584;26584
2157;26590;26590
2158;26593;26593
2159;26595;26595
2160;26596;26596
2161;26597;26597
2162;26600;26600
2163;26603;26603
2164;26604;26604
2165;26605;26605
2166;26606;26606
2167;26607;26607
2168;26610;26610
2169;26613;26613
2170;26614;26614
2171;26615;26615
2172;26616;26616
2173;26617;26617
2174;26620;26620
2175;26623;26623
2176;26624;26624
2177;26625;26625
2178;26626;26626
2179;26627;26627
2180;26630;26630
2181;26633;26633
2182;26634;26634
2183;26635;26635
2184;26636;26636
2185;26637;26637
2186;26640;26640
2187;26643;26643
2188;26650;26650
2189;26655;26655
2190;26659;26659
2191;26660;26660
2192;26662;26662
2193;26670;26670
2194;26700;26700
2195;26710;26710
2196;26719;26719
2197;26720;26720
2198;26729;26729
2199;26730;26730
2200;26736;26736
2201;26737;26737
2202;26738;26738
2203;26739;26739
2204;26740;26740
2205;26741;26741
2206;26742;26742
2207;26747;26747
2208;26748;26748
2209;26749;26749
2210;26750;26750
2211;26759;26759
2212;26760;26760
2213;26763;26763
2214;26764;26764
2215;26765;26765
2216;26766;26766
2217;26767;26767
2218;26768;26768
2219;26769;26769
2220;26770;26770
2221;26779;26779
2222;26780;26780
2223;26788;26788
2224;26790;26790
2225;26799;26799
2226;26800;26800
2227;26809;26809
2228;26810;26810
2229;26813;26813
2230;26820;26820
2231;26825;26825
2232;26827;26827
2233;26830;26830
2234;26832;26832
2235;26834;26834
2236;26840;26840
2237;26843;26843
2238;26850;26850
2239;26860;26860
2240;26862;26862
2241;26870;26870
2242;26875;26875
2243;26879;26879
2244;26880;26880
2245;26885;26885
2246;26886;26886
2247;26887;26887
2248;26890;26890
2249;26900;26900
2250;26905;26905
2251;26908;26908
2252;26910;26910
2253;26930;26930
2254;26940;26940
2255;26942;26942
2256;26950;26950
2257;26952;26952
2258;26954;26954
2259;26960;26960
2260;26963;26963
2261;26980;26980
2262;27000;27000
2263;27009;27009
2264;27010;27010
2265;27013;27013
2266;27014;27014
2267;27015;27015
2268;27016;27016
2269;27017;27017
2270;27018;27018
2271;27019;27019
2272;27020;27020
2273;27023;27023
2274;27029;27029
2275;27030;27030
2276;27039;27039
2277;27040;27040
2278;27050;27050
2279;27053;27053
2280;27054;27054
2281;27055;27055
2282;27056;27056
2283;27057;27057
2284;27058;27058
2285;27059;27059
2286;27060;27060
2287;27070;27070
2288;27073;27073
2289;27080;27080
2290;27083;27083
2291;27084;27084
2292;27085;27085
2293;27086;27086
2294;27087;27087
2295;27088;27088
2296;27089;27089
2297;27090;27090
2298;27096;27096
2299;27098;27098
2300;27100;27100
2301;27103;27103
2302;27104;27104
2303;27105;27105
2304;27106;27106
2305;27107;27107
2306;27108;27108
2307;27110;27110
2308;27119;27119
2309;27120;27120
2310;27130;27130
2311;27140;27140
2312;27148;27148
2313;27150;27150
2314;27159;27159
2315;27160;27160
2316;27167;27167
2317;27168;27168
2318;27170;27170
2319;27180;27180
2320;27190;27190
2321;27199;27199
2322;27200;27200
2323;27210;27210
2324;27217;27217
2325;27220;27220
2326;27228;27228
2327;27229;27229
2328;27230;27230
2329;27240;27240
2330;27250;27250
2331;27258;27258
2332;27260;27260
2333;27265;27265
2334;27266;27266
2335;27267;27267
2336;27268;27268
2337;27269;27269
2338;27270;27270
2339;27272;27272
2340;27273;27273
2341;27274;27274
2342;27275;27275
2343;27276;27276
2344;27277;27277
2345;27278;27278
2346;27279;27279
2347;27280;27280
2348;27287;27287
2349;27289;27289
2350;27290;27290
2351;27293;27293
2352;27294;27294
2353;27295;27295
2354;27296;27296
2355;27297;27297
2356;27298;27298
2357;27299;27299
2358;27300;27300
2359;27309;27309
2360;27310;27310
2361;27320;27320
2362;27329;27329
2363;27330;27330
2364;27337;27337
2365;27338;27338
2366;27340;27340
2367;27349;27349
2368;27350;27350
2369;27357;27357
2370;27360;27360
2371;27364;27364
2372;27368;27368
2373;27370;27370
2374;27376;27376
2375;27377;27377
2376;27380;27380
2377;27390;27390
2378;27397;27397
2379;27399;27399
2380;27400;27400
2381;27403;27403
2382;27404;27404
2383;27405;27405
2384;27406;27406
2385;27407;27407
2386;27410;27410
2387;27412;27412
2388;27413;27413
2389;27414;27414
2390;27415;27415
2391;27416;27416
2392;27420;27420
2393;27422;27422
2394;27423;27423
2395;27424;27424
2396;27425;27425
2397;27426;27426
2398;27427;27427
2399;27430;27430
2400;27433;27433
2401;27434;27434
2402;27435;27435
2403;27436;27436
2404;27438;27438
2405;27440;27440
2406;27442;27442
2407;27443;27443
2408;27444;27444
2409;27445;27445
2410;27446;27446
2411;27447;27447
2412;27448;27448
2413;27449;27449
2414;27450;27450
2415;27452;27452
2416;27453;27453
2417;27454;27454
2418;27455;27455
2419;27456;27456
2420;27457;27457
2421;27458;27458
2422;27459;27459
2423;27460;27460
2424;27461;27461
2425;27463;27463
2426;27464;27464
2427;27465;27465
2428;27466;27466
2429;27467;27467
2430;27468;27468
2431;27470;27470
2432;27473;27473
2433;27474;27474
2434;27475;27475
2435;27476;27476
2436;27477;27477
2437;27478;27478
2438;27480;27480
2439;27484;27484
2440;27485;27485
2441;27486;27486
2442;27487;27487
2443;27488;27488
2444;27489;27489
2445;27490;27490
2446;27494;27494
2447;27497;27497
2448;27498;27498
2449;27499;27499
2450;27500;27500
2451;27502;27502
2452;27505;27505
2453;27507;27507
2454;27508;27508
2455;27510;27510
2456;27511;27511
2457;27512;27512
2458;27514;27514
2459;27515;27515
2460;27516;27516
2461;27517;27517
2462;27518;27518
2463;27520;27520
2464;27521;27521
2465;27525;27525
2466;27526;27526
2467;27527;27527
2468;27529;27529
2469;27530;27530
2470;27531;27531
2471;27533;27533
2472;27534;27534
2473;27535;27535
2474;27537;27537
2475;27538;27538
2476;27543;27543
2477;27544;27544
2478;27545;27545
2479;27546;27546
2480;27547;27547
2481;27549;27549
2482;27550;27550
2483;27555;27555
2484;27560;27560
2485;27562;27562
2486;27565;27565
2487;27570;27570
2488;27579;27579
2489;27580;27580
2490;27587;27587
2491;27588;27588
2492;27600;27600
2493;27601;27601
2494;27602;27602
2495;27603;27603
2496;27604;27604
2497;27605;27605
2498;27606;27606
2499;27607;27607
2500;27608;27608
2501;27610;27610
2502;27612;27612
2503;27614;27614
2504;27616;27616
2505;27620;27620
2506;27622;27622
2507;27623;27623
2508;27625;27625
2509;27626;27626
2510;27630;27630
2511;27636;27636
2512;27640;27640
2513;27642;27642
2514;27643;27643
2515;27644;27644
2516;27645;27645
2517;27646;27646
2518;27647;27647
2519;27650;27650
2520;27652;27652
2521;27655;27655
2522;27656;27656
2523;27657;27657
2524;27658;27658
2525;27660;27660
2526;27670;27670
2527;27680;27680
2528;27682;27682
2529;27689;27689
2530;27690;27690
2531;27695;27695
2532;27700;27700
2533;27720;27720
2534;27739;27739
2535;27750;27750
2536;27758;27758
2537;27780;27780
2538;27800;27800
2539;27804;27804
2540;27805;27805
2541;27810;27810
2542;27811;27811
2543;27812;27812
2544;27813;27813
2545;27820;27820
2546;27822;27822
2547;27823;27823
2548;27830;27830
2549;27838;27838
2550;27839;27839
2551;27840;27840
2552;27845;27845
2553;27846;27846
2554;27847;27847
2555;27848;27848
2556;27850;27850
2557;27859;27859
2558;27860;27860
2559;27863;27863
2560;27870;27870
2561;27880;27880
2562;27890;27890
2563;27900;27900
2564;27902;27902
2565;27904;27904
2566;27905;27905
2567;27906;27906
2568;27907;27907
2569;27908;27908
2570;27911;27911
2571;27913;27913
2572;27914;27914
2573;27915;27915
2574;27916;27916
2575;27917;27917
2576;27918;27918
2577;27920;27920
2578;27923;27923
2579;27924;27924
2580;27925;27925
2581;27926;27926
2582;27927;27927
2583;27930;27930
2584;27933;27933
2585;27934;27934
2586;27935;27935
2587;27936;27936
2588;27938;27938
2589;27940;27940
2590;27943;27943
2591;27944;27944
2592;27945;27945
2593;27946;27946
2594;27947;27947
2595;27948;27948
2596;27950;27950
2597;27953;27953
2598;27954;27954
2599;27955;27955
2600;27956;27956
2601;27957;27957
2602;27958;27958
2603;27960;27960
2604;27965;27965
2605;27966;27966
2606;27967;27967
2607;27970;27970
2608;27973;27973
2609;27974;27974
2610;27975;27975
2611;27976;27976
2612;27977;27977
2613;27980;27980
2614;27983;27983
2615;27984;27984
2616;27985;27985
2617;27986;27986
2618;27987;27987
2619;27988;27988
2620;27989;27989
2621;27990;27990
2622;27991;27991
2623;27992;27992
2624;27993;27993
2625;27994;27994
2626;27995;27995
2627;27996;27996
2628;27997;27997
2629;28000;28000
2630;28010;28010
2631;28012;28012
2632;28014;28014
2633;28016;28016
2634;28017;28017
2635;28018;28018
2636;28019;28019
2637;28020;28020
2638;28023;28023
2639;28025;28025
2640;28030;28030
2641;28035;28035
2642;28037;28037
2643;28040;28040
2644;28043;28043
2645;28044;28044
2646;28045;28045
2647;28046;28046
2648;28047;28047
2649;28048;28048
2650;28050;28050
2651;28060;28060
2652;28063;28063
2653;28067;28067
2654;28068;28068
2655;28070;28070
2656;28075;28075
2657;28077;28077
2658;28078;28078
2659;28079;28079
2660;28080;28080
2661;28085;28085
2662;28089;28089
2663;28090;28090
2664;28100;28100
2665;28110;28110
2666;28113;28113
2667;28114;28114
2668;28120;28120
2669;28123;28123
2670;28130;28130
2671;28133;28133
2672;28134;28134
2673;28140;28140
2674;28143;28143
2675;28150;28150
2676;28159;28159
2677;28160;28160
2678;28170;28170
2679;28180;28180
2680;28184;28184
2681;28189;28189
2682;28190;28190
2683;28200;28200
2684;28209;28209
2685;28210;28210
2686;28217;28217
2687;28218;28218
2688;28219;28219
2689;28230;28230
2690;28236;28236
2691;28237;28237
2692;28238;28238
2693;28239;28239
2694;28240;28240
2695;28250;28250
2696;28259;28259
2697;28260;28260
2698;28269;28269
2699;28270;28270
2700;28277;28277
2701;28278;28278
2702;28279;28279
2703;28280;28280
2704;28300;28300
2705;28304;28304
2706;28305;28305
2707;28306;28306
2708;28307;28307
2709;28310;28310
2710;28315;28315
2711;28317;28317
2712;28320;28320
